Timestamp,Elapsed_Sec,SimProfile,Protocol,Bitrate_kbps,Resolution,Latency_ms,Throughput_Mbps,Buffer_Sec,Stalls,Buffering_Time,Dropped_Frames,Decoded_Frames,Corrupted_Frames,Manifest_Time,License_Time,Estimated_BW_bps
2026-06-17T12:26:43,1.76,WIFI,H3,64234.4,1080p,14.661407242958008,71.372,3.01,0,0.0,0,286,0,93.3,30.4,71371550.0
2026-06-17T12:26:43,3.41,WIFI,H3,64776.5,1080p,14.106007570769874,71.974,4.12,0,0.0,0,298,0,223.5,57.9,71973928.0
2026-06-17T12:26:43,6.22,WIFI,H3,70879.5,1080p,19.901352189967717,78.755,2.93,0,0.0,0,316,0,217.2,37.0,78755037.0
2026-06-17T12:26:43,9.03,WIFI,H3,73014.9,1080p,19.645253889334697,81.128,5.0,0,0.0,0,302,0,310.4,42.3,81127648.0
2026-06-17T12:26:43,10.62,WIFI,H3,80072.9,1080p,11.412285540027758,88.97,3.65,0,0.0,0,289,0,64.8,60.4,88969861.0
2026-06-17T12:26:43,13.17,WIFI,H3,64942.6,1080p,16.959410869885506,72.158,5.24,0,0.0,0,311,0,344.5,79.3,72158481.0
2026-06-17T12:26:43,15.75,WIFI,H3,87261.2,1080p,18.55730785894613,96.957,6.57,0,0.0,0,314,0,151.6,45.5,96956853.0
2026-06-17T12:26:43,17.44,WIFI,H3,62716.0,1080p,15.213260519216844,69.684,5.23,0,0.0,0,306,0,174.9,67.0,69684486.0
2026-06-17T12:26:43,19.85,WIFI,H3,68772.5,1080p,19.400470991856643,76.414,5.29,0,0.0,0,298,0,204.9,67.8,76413838.0
2026-06-17T12:26:43,22.8,WIFI,H3,62566.7,1080p,14.941660685736975,69.519,4.93,0,0.0,0,295,0,135.4,50.5,69518519.0
2026-06-17T12:26:43,24.44,WIFI,H3,74163.5,1080p,15.194406301838473,82.404,2.66,0,0.0,0,299,0,320.2,70.5,82403920.0
2026-06-17T12:26:43,26.04,WIFI,H3,81767.1,1080p,15.90366225019111,90.852,4.81,0,0.0,0,318,0,236.1,44.3,90852331.0
2026-06-17T12:26:43,28.49,WIFI,H3,66769.8,1080p,14.359624012221754,74.189,4.33,0,0.0,0,285,0,205.0,31.5,74188692.0
2026-06-17T12:26:43,30.83,WIFI,H3,51955.1,1080p,12.737507524805537,57.728,4.83,0,0.0,0,288,0,197.4,10.1,57727893.0
2026-06-17T12:26:43,32.94,5G,H3,141221.1,1080p,7.5999091158770335,156.912,5.29,0,0.0,0,312,0,108.6,79.8,156912373.0
2026-06-17T12:26:43,34.46,5G,H3,145594.8,1080p,14.14856228196172,161.772,6.57,0,0.0,0,311,0,216.4,25.2,161771946.0
2026-06-17T12:26:43,36.69,5G,H3,124740.3,1080p,13.111573103092757,138.6,4.19,0,0.0,0,308,0,192.2,31.0,138600350.0
2026-06-17T12:26:43,39.42,5G,H3,117524.6,1080p,9.054013244866507,130.583,4.27,0,0.0,0,309,0,145.2,16.5,130582912.0
2026-06-17T12:26:43,41.12,5G,H3,151295.9,1080p,7.736243786072791,168.107,4.58,0,0.0,0,307,0,306.8,58.2,168106528.0
2026-06-17T12:26:43,42.81,5G,H3,155820.3,1080p,14.40361396311904,173.134,4.05,0,0.0,0,292,0,311.9,53.0,173133624.0
2026-06-17T12:26:43,44.48,5G,H3,151003.1,1080p,8.072531668044974,167.781,5.3,0,0.0,0,299,0,140.5,18.6,167781269.0
2026-06-17T12:26:43,47.27,5G,H3,144348.5,1080p,5.703900734732542,160.387,3.93,0,0.0,0,302,0,185.1,69.6,160387179.0
2026-06-17T12:26:43,49.13,5G,H3,160903.5,1080p,8.609005522338311,178.782,5.11,0,0.0,0,295,0,98.4,11.7,178781680.0
2026-06-17T12:26:43,51.01,5G,H3,149297.6,1080p,11.271286883688465,165.886,5.96,0,0.0,0,307,0,145.7,34.9,165886251.0
2026-06-17T12:26:43,53.34,5G,H3,140358.6,1080p,9.83232457410221,155.954,6.73,0,0.0,0,316,0,212.8,74.1,155953959.0
2026-06-17T12:26:43,55.7,5G,H3,120973.5,1080p,7.403911905106222,134.415,6.38,0,0.0,0,299,0,313.6,53.2,134415031.0
2026-06-17T12:26:43,58.54,5G,H3,140937.9,1080p,5.946945250505968,156.598,5.9,0,0.0,0,284,0,275.2,74.3,156597706.0
2026-06-17T12:26:43,60.76,5G,H3,156821.8,1080p,13.304312119028612,174.246,7.15,0,0.0,0,280,0,122.4,68.0,174246443.0
2026-06-17T12:26:43,62.35,5G,H3,135138.5,1080p,14.251997368064727,150.154,5.54,0,0.0,0,287,0,231.2,20.5,150153874.0
2026-06-17T12:26:43,64.65,4G,H3,13816.2,1080p,36.57175065443741,15.351,5.52,0,0.0,0,295,0,114.3,31.2,15351304.0
2026-06-17T12:26:43,66.77,4G,H3,15048.6,1080p,35.15594953469551,16.721,4.32,0,0.0,0,313,0,347.0,77.8,16720640.0
2026-06-17T12:26:43,68.97,4G,H3,14974.9,1080p,35.68784974583386,16.639,4.36,0,0.0,0,295,0,299.3,60.8,16638762.0
2026-06-17T12:26:43,71.44,4G,H3,15920.3,1080p,44.413916495575336,17.689,5.3,0,0.0,0,309,0,331.9,69.7,17689198.0
2026-06-17T12:26:43,73.94,4G,H3,11819.9,1080p,39.75579170842367,13.133,4.64,0,0.0,0,301,0,120.5,52.9,13133270.0
2026-06-17T12:26:43,76.22,4G,H3,15571.4,1080p,35.57819215092294,17.302,4.91,0,0.0,0,285,0,142.5,35.9,17301523.0
2026-06-17T12:26:43,79.15,4G,H3,14434.0,1080p,39.29556347605855,16.038,3.38,0,0.0,0,309,0,93.2,75.8,16037786.0
2026-06-17T12:26:43,81.89,4G,H3,10990.1,1080p,43.28117685445189,12.211,4.56,0,0.0,0,290,0,186.3,22.8,12211233.0
2026-06-17T12:26:43,84.75,4G,H3,14536.9,1080p,42.87508695094718,16.152,3.4,0,0.0,0,298,0,112.9,35.6,16152089.0
2026-06-17T12:26:43,87.22,4G,H3,15504.6,1080p,36.02914495973113,17.227,5.86,0,0.0,0,288,0,121.3,45.3,17227319.0
2026-06-17T12:26:43,89.46,4G,H3,12843.0,1080p,38.474779019784535,14.27,3.41,0,0.0,0,315,0,110.4,58.7,14270026.0
2026-06-17T12:26:43,92.22,4G,H3,16841.7,1080p,43.43733831091811,18.713,6.06,0,0.0,0,295,0,229.8,19.1,18712996.0
2026-06-17T12:26:43,94.07,4G,H3,13821.5,1080p,41.051848342040614,15.357,2.69,0,0.0,0,286,0,92.5,54.5,15357265.0
2026-06-17T12:26:43,96.52,4G,H3,15651.1,1080p,40.07749978797963,17.39,4.0,0,0.0,0,293,0,64.8,65.2,17390075.0
2026-06-17T12:26:43,98.19,4G,H3,17287.4,1080p,41.86951280530815,19.208,2.8,0,0.0,0,289,0,247.7,28.3,19208184.0
2026-06-17T12:26:43,99.91,3G,H3,1689.4,480p,98.183585673386,1.877,3.32,0,0.0,0,287,0,249.1,25.1,1877153.0
2026-06-17T12:26:43,102.81,3G,H3,1642.7,480p,97.8965058088148,1.825,4.22,0,0.0,0,318,0,344.6,58.1,1825276.0
2026-06-17T12:26:43,104.98,3G,H3,1402.1,480p,100.75435108708452,1.558,2.78,0,0.0,0,311,0,252.0,44.4,1557874.0
2026-06-17T12:26:43,107.28,3G,H3,1469.2,480p,98.85411496863554,1.632,1.46,0,0.0,0,314,0,62.6,25.3,1632463.0
2026-06-17T12:26:43,110.05,3G,H3,1055.2,480p,104.7882441142099,1.172,3.23,0,0.0,0,318,0,347.4,63.6,1172411.0
2026-06-17T12:26:43,112.24,3G,H3,1423.3,480p,97.5295648363811,1.581,2.98,0,0.0,0,286,0,268.7,76.7,1581480.0
